"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5073","0","109.5","55.7","-0.1","202"
"","Haryana","6651","0","116.8","83.9","-1.1","205"
"","Rajasthan","8211","0","180.7","55.4","0.7","278"
"","Delhi","3965","0","80.6","71.9","0.1","177"
"","UP","13098","0","280.8","104.3","2.4","514"
"","Uttarakhand","1728","0","31.3","24.6","1.2","155"
"","HP","1197","0","23.5","12.6","1.4","280"
"","J&K","2079","520","44.5","23.5","3.2","279"
"","Chandigarh","213","0","4.1","4.2","0.3","39"
"WR","Chhattisgarh","3389","0","78.8","26.2","-1.8","155"
"","Gujarat","13366","0","302.6","85.4","1.6","357"
"","MP","8023","0","178.8","108.1","-2.6","592"
"","Maharashtra","19486","0","435.3","136.7","0.4","86"
"","Goa","471","0","10.0","8.5","0.9","33"
"","DD","305","0","6.7","6.2","0.5","70"
"","DNH","718","0","16.4","16.8","-0.3","33"
"","Essar steel","635","0","10.1","9.9","0.2","147"
"SR","Andhra Pradesh","7042","0","158.1","25.6","2.8","1256"
"","Telangana","6785","0","155.1","97.4","1.0","314"
"","Karnataka","9304","0","208.7","56.0","4.9","530"
"","Kerala","3825","0","76.6","50.8","2.3","220"
"","Tamil Nadu","14589","0","321.6","153.5","2.9","462"
"","Pondy","326","0","7.4","7.6","-0.2","11"
"ER","Bihar","3396","200","66.6","63.1","1.2","0"
"","DVC","2549","0","63.4","-44.9","-2.7","0"
"","Jharkhand","1033","0","22.7","14.6","2.2","0"
"","Odisha","4165","0","78.0","20.8","1.1","0"
"","West Bengal","7303","0","141.8","39.0","1.6","0"
"","Sikkim","77","0","0.9","1.4","-0.5","0"
"NER","Arunachal Pradesh","96","8","1.8","1.7","0.1","35"
"","Assam","1105","318","20.6","15.6","0.7","70"
"","Manipur","129","7","1.8","2.0","-0.3","22"
"","Meghalaya","228","0","4.1","3.3","0.1","53"
"","Mizoram","75","1","1.3","1.0","0.3","32"
"","Nagaland","107","1","1.9","1.5","0.3","49"
"","Tripura","205","6","2.6","2.6","-2.0","70"
