"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","642","1074","440","428","9","2593"
"Hydro","328","14","53","96","25","516"
"Nuclear","27","30","45","0","0","102"
"Gas, Naptha & Diesel","40","50","24","0","24","137"
"RES (Wind, Solar, Biomass & Others)","61","126","287","1","0","475"
"Total","1097","1294","848","525","58","3823"
