"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8623","750","195.8","126.2","0.0","107"
"","Haryana","7772","0","171.3","113.5","-1.1","247"
"","Rajasthan","6651","0","138.6","55.8","-6.2","74"
"","Delhi","4571","0","97.7","78.6","-0.3","227"
"","UP","11062","1900","245.2","125.2","-4.0","136"
"","Uttarakhand","1628","75","33.9","20.3","-0.5","55"
"","HP","1160","0","25.0","0.9","0.1","53"
"","J&K","1628","100","30.8","20.2","-3.2","18"
"","Chandigarh","269","0","5.7","6.0","-0.3","1"
"WR","Chhattisgarh","2841","10","62.1","25.1","2.1","298"
"","Gujarat","8469","39","186.8","25.6","3.9","359"
"","MP","5497","12","112.7","40.6","-1.3","317"
"","Maharashtra","13737","84","297.1","77.9","3.6","491"
"","Goa","346","1","7.3","6.5","0.4","57"
"","DD","238","0","5.9","5.6","0.2","47"
"","DNH","622","1","14.5","13.4","1.1","63"
"","Essar steel","473","24","10.8","10.6","0.2","0"
"SR","Andhra Pradesh","9292","800","209.2","83.7","3.1","287"
"","Karnataka","6618","600","136.2","10.2","0.4","379"
"","Kerala","2828","0","52.2","28.4","1.3","254"
"","Tamil Nadu","11375","586","254.6","72.4","-0.1","253"
"","Pondy","303","0","6.2","7.2","-1.0","5"
"ER","Bihar","2023","100","42.3","44.4","-2.1","120"
"","DVC","2557","0","58.1","-23.0","1.5","200"
"","Jharkhand","1049","0","19.8","14.0","-1.3","100"
"","Odisha","3623","0","70.0","17.0","4.2","290"
"","West Bengal","6659","13","128.1","38.9","3.2","250"
"","Sikkim","82","0","1.1","1.1","0.0","10"
"NER","Arunachal Pradesh","95","5","1.0","1.3","-0.3","18"
"","Assam","1170","105","23.1","13.8","4.1","265"
"","Manipur","98","2","1.5","2.1","-0.7","3"
"","Meghalaya","263","0","4.6","-0.1","0.2","70"
"","Mizoram","58","2","1.1","0.9","0.2","16"
"","Nagaland","90","1","1.5","1.2","-0.1","34"
"","Tripura","190","31","3.2","1.5","0.1","47"
