"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","41062","31782","28168","15381","1906","118299"
"Peak Shortage (MW)","2825","148","1986","113","213","5285"
"Energy Met (MU)","944","697","658","319","36","2655"
"Hydro Gen(MU)","295","41","65","79","19","498"
"Wind Gen(MU)","7","47","86","----------","----------","140"
