"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5169","0","104.0","48.5","-1.8","200","0.0"
"","Haryana","5941","0","114.0","102.6","0.4","175","0.0"
"","Rajasthan","10445","0","196.9","57.4","-2.0","551","0.0"
"","Delhi","3423","0","63.2","46.6","-0.4","135","0.0"
"","UP","14407","0","276.1","116.6","0.5","903","1.1"
"","Uttarakhand","1717","0","34.0","18.8","0.6","169","0.0"
"","HP","1546","0","28.5","19.2","0.4","84","0.2"
"","J&K","2203","551","39.2","31.9","-0.2","201","9.3"
"","Chandigarh","194","0","3.4","3.3","0.1","34","0.0"
"WR","Chhattisgarh","3397","0","71.2","23.9","-0.2","245","0.0"
"","Gujarat","14486","0","309.8","87.9","0.5","706","0.0"
"","MP","11097","0","221.1","147.8","-3.1","231","0.0"
"","Maharashtra","18807","0","409.9","130.4","-2.2","456","0.0"
"","Goa","541","0","12.4","12.0","-0.2","34","0.0"
"","DD","319","0","7.2","6.8","0.4","41","0.0"
"","DNH","769","0","18.0","18.1","-0.1","37","0.0"
"","Essar steel","313","0","6.0","5.7","0.3","0","0.0"
"SR","Andhra Pradesh","8018","0","171.9","72.9","1.2","685","0.0"
"","Telangana","8398","0","183.5","69.3","1.3","543","0.0"
"","Karnataka","9052","0","175.6","37.7","0.6","921","0.0"
"","Kerala","3590","0","71.4","54.1","1.5","186","0.0"
"","Tamil Nadu","14078","0","297.1","148.3","-0.2","611","0.0"
"","Pondy","389","0","7.6","8.0","-0.4","27","0.0"
"ER","Bihar","4212","0","69.7","69.5","-0.7","210","0.0"
"","DVC","3023","0","61.4","-40.1","0.0","245","0.0"
"","Jharkhand","1113","0","24.7","16.6","-0.9","70","0.0"
"","Odisha","3516","0","65.0","3.5","-0.3","205","0.0"
"","West Bengal","6331","0","112.3","36.1","1.7","315","0.0"
"","Sikkim","100","0","1.4","1.6","-0.2","20","0.0"
"NER","Arunachal Pradesh","105","2","2.1","1.6","0.3","57","0.0"
"","Assam","1472","24","23.5","19.2","-1.1","99","0.8"
"","Manipur","165","3","2.4","2.3","0.1","25","0.0"
"","Meghalaya","333","0","5.7","3.0","0.1","50","0.0"
"","Mizoram","93","1","1.7","0.4","0.5","22","0.0"
"","Nagaland","108","2","2.2","2.0","0.0","37","0.0"
"","Tripura","232","1","4.1","2.6","0.0","47","0.0"
