"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.2","1.6","5.3","9.7","7.1","88.7","4.2"
"SR GRID","0.0","0.6","4.0","19.4","4.7","94.4","0.9"
