"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","492","1060","502","358","8","2420"
"Hydro","353","31","126","125","24","659"
"Nuclear","22","27","19","0","0","69"
"Gas, Naptha & Diesel","24","45","20","0","16","105"
"RES (Wind, Solar, Biomass & Others)","55","138","287","1","0","481"
"Total","946","1302","954","483","48","3734"
