"","NR","WR","SR","ER","NER"
"Schedule(MU)","110.1","-95.0","54.8","-61.9","0.2"
"Actual(MU)","99.3","-100.1","60.0","-58.6","4.1"
"O/D/U/D(MU)","-10.8","-5.1","5.2","3.4","3.9"
