"","NR","WR","SR","ER","NER"
"Schedule(MU)","88.9","-52.9","53.1","-104.3","6.9"
"Actual(MU)","79.8","-49.3","53.4","-91.7","0.3"
"O/D/U/D(MU)","-9.1","3.6","0.3","12.6","-6.6"
