"","NR","WR","SR","ER","NER"
"Schedule(MU)","117.3","-93.1","34.2","-65.2","6.9"
"Actual(MU)","129.1","-113.5","40.1","-64.4","9.0"
"O/D/U/D(MU)","11.8","-20.4","5.9","0.8","2.1"
