"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8220","615","182.3","123.1","-1.0","108"
"","Haryana","7304","9","155.5","102.1","-2.1","163"
"","Rajasthan","6362","64","149.1","61.5","-2.8","176"
"","Delhi","4783","0","102.1","81.9","-1.6","277"
"","UP","11709","1890","252.9","131.8","-2.7","335"
"","Uttarakhand","1670","0","33.4","17.8","-2.4","131"
"","HP","1152","0","24.1","0.0","-0.3","104"
"","J&K","1527","100","26.7","17.1","-4.2","106"
"","Chandigarh","290","0","5.8","6.1","-0.3","5"
"WR","Chhattisgarh","2745","38","57.0","22.1","-4.6","320"
"","Gujarat","8444","63","188.3","50.9","3.0","562"
"","MP","5459","21","111.3","41.3","-0.3","333"
"","Maharashtra","13053","100","277.6","67.1","6.2","724"
"","Goa","380","1","7.7","7.6","-0.2","61"
"","DD","248","1","6.0","5.8","0.2","56"
"","DNH","602","2","14.3","14.1","0.2","42"
"","Essar steel","401","16","8.8","8.7","0.1","0"
"SR","Andhra Pradesh","10623","0","234.8","60.6","3.0","505"
"","Karnataka","6626","700","140.8","12.6","0.0","190"
"","Kerala","2863","150","49.0","22.1","0.4","442"
"","Tamil Nadu","11765","558","260.1","63.6","0.9","362"
"","Pondy","319","0","6.7","6.6","0.1","38"
"ER","Bihar","2082","350","45.0","42.6","2.4","210"
"","DVC","2664","0","57.2","-22.8","1.1","400"
"","Jharkhand","965","0","20.0","15.5","-1.8","20"
"","Odisha","3238","0","64.8","17.1","-0.4","370"
"","West Bengal","6920","15","129.5","41.5","3.6","490"
"","Sikkim","87","0","1.2","1.1","0.0","20"
"NER","Arunachal Pradesh","80","5","1.1","1.5","-0.4","18"
"","Assam","1115","210","23.3","14.5","4.7","279"
"","Manipur","104","6","1.6","2.0","-0.4","29"
"","Meghalaya","255","1","4.0","0.5","-0.5","98"
"","Mizoram","55","1","1.1","1.0","0.0","6"
"","Nagaland","95","2","1.7","1.2","0.1","19"
"","Tripura","209","13","3.4","1.1","0.7","44"
