"","NR","WR","SR","ER","NER"
"Schedule(MU)","140.8","-108.1","36.6","-73.9","4.5"
"Actual(MU)","111.2","-100.5","36.4","-58.6","8.7"
"O/D/U/D(MU)","-29.6","7.6","-0.2","15.3","4.2"
