"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5124","0","92.8","35.8","1.6","354"
"","Haryana","5393","9","110.0","62.1","1.9","412"
"","Rajasthan","9218","0","192.9","70.4","-3.3","348"
"","Delhi","3902","0","67.2","50.3","-1.0","303"
"","UP","10168","2220","219.1","95.0","1.8","507"
"","Uttarakhand","1755","75","34.2","22.6","3.1","247"
"","HP","1345","0","25.7","20.3","1.0","150"
"","J&K","2050","100","40.6","30.7","4.4","397"
"","Chandigarh","215","0","3.8","3.2","0.6","65"
"WR","Chhattisgarh","2874","14","64.3","14.1","0.9","296"
"","Gujarat","10845","22","232.9","34.8","-6.0","711"
"","MP","8488","24","170.8","83.5","-2.7","386"
"","Maharashtra","17642","405","365.9","107.0","5.1","790"
"","Goa","418","1","7.9","7.2","-0.1","52"
"","DD","245","1","5.8","5.7","0.1","19"
"","DNH","651","2","15.1","14.4","0.6","72"
"","Essar steel","401","1","7.8","7.5","0.3","29"
"SR","Andhra Pradesh","11604","400","257.9","90.0","4.3","368"
"","Karnataka","8694","300","179.7","22.0","0.7","495"
"","Kerala","3248","150","58.6","25.4","2.0","216"
"","Tamil Nadu","12635","759","262.3","81.9","3.2","249"
"","Pondy","287","0","5.5","6.3","-0.8","42"
"ER","Bihar","1941","125","39.6","35.8","0.5","225"
"","DVC","2617","150","59.9","-19.5","-0.5","325"
"","Jharkhand","1029","0","20.8","12.4","0.4","145"
"","Odisha","3577","0","62.8","10.2","1.3","365"
"","West Bengal","6015","0","106.6","19.3","2.8","425"
"","Sikkim","105","0","1.8","1.3","0.5","40"
"NER","Arunachal Pradesh","114","1","1.7","1.2","0.5","48"
"","Assam","995","160","20.2","12.7","1.6","98"
"","Manipur","112","13","1.6","1.7","-0.1","33"
"","Meghalaya","305","14","5.3","3.7","0.3","85"
"","Mizoram","71","2","1.2","1.1","-0.1","31"
"","Nagaland","98","2","1.6","1.5","-0.1","25"
"","Tripura","198","1","2.6","1.7","-1.6","10"
