"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7635","0","167.4","120.4","2.6","356"
"","Haryana","6955","0","128.3","126.0","-3.9","146"
"","Rajasthan","7391","0","154.6","68.9","0.6","242"
"","Delhi","4314","0","91.9","75.0","-2.2","191"
"","UP","14247","0","293.5","137.7","-2.7","397"
"","Uttarakhand","1786","0","38.1","14.5","0.5","122"
"","HP","1210","0","24.5","-1.8","0.9","99"
"","J&K","1846","461","35.5","18.4","-4.9","9"
"","Chandigarh","279","0","5.6","6.1","-0.6","15"
"WR","Chhattisgarh","3511","0","77.8","31.5","2.0","467"
"","Gujarat","11166","0","246.8","72.4","-4.4","382"
"","MP","6404","0","141.0","66.2","-1.4","284"
"","Maharashtra","18237","0","400.0","124.3","4.3","233"
"","Goa","430","0","8.6","7.6","0.4","114"
"","DD","313","0","7.2","7.1","0.0","8"
"","DNH","743","0","17.0","17.6","-0.6","5"
"","Essar steel","428","0","8.5","9.2","-0.7","106"
"SR","Andhra Pradesh","6873","0","152.3","17.7","18.6","558"
"","Telangana","6403","0","141.2","97.2","0.3","225"
"","Karnataka","8348","0","177.3","79.5","-5.5","490"
"","Kerala","3315","0","63.3","46.2","0.7","151"
"","Tamil Nadu","12805","0","272.4","103.8","-2.0","588"
"","Pondy","300","0","6.6","7.0","-0.3","32"
"ER","Bihar","3562","0","72.5","70.1","0.3","100"
"","DVC","2699","0","62.0","-21.9","0.6","150"
"","Jharkhand","1131","0","25.1","16.9","2.4","120"
"","Odisha","3912","0","80.9","21.6","3.0","150"
"","West Bengal","8217","0","162.8","55.1","3.1","250"
"","Sikkim","82","0","1.1","1.1","0.0","25"
"NER","Arunachal Pradesh","110","4","1.8","1.9","-0.1","10"
"","Assam","1480","161","28.3","21.2","3.0","238"
"","Manipur","120","2","1.8","2.0","-0.1","15"
"","Meghalaya","262","0","4.6","0.9","1.0","40"
"","Mizoram","78","3","1.1","1.0","0.1","10"
"","Nagaland","102","4","1.7","1.6","0.1","16"
"","Tripura","254","1","4.0","3.7","0.7","25"
