"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40728","32549","28926","14716","1858","118777"
"Peak Shortage (MW)","2077","371","2604","661","236","5949"
"Energy Met (MU)","957","713","690","308","35","2703"
"Hydro Gen(MU)","291","49","70","83","19","511"
"Wind Gen(MU)","7","43","88","----------","----------","138"
