"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.6","-80.6","38.1","-87.7","3.4"
"Actual(MU)","110.7","-74.8","38.8","-73.3","-1.2"
"O/D/U/D(MU)","-15.9","5.8","0.7","14.4","-4.6"
