"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.2","3.2","0.2","96.0","3.8"
"SR GRID","0.0","0.0","1.0","4.0","1.0","95.1","3.9"
