"","NR","WR","SR","ER","NER","All India"
"Coal","543","967","327","339","10","2185"
"Lignite","19","14","42","0","0","76"
"Hydro","337","25","117","105","24","608"
"Nuclear","27","28","55","0","0","110"
"Gas, Naptha & Diesel","36","42","15","0","27","121"
"RES (Wind, Solar, Biomass & Others)","47","138","282","1","0","468"
"Total","1009","1213","838","446","62","3568"
