"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40166","39504","31735","15066","2141","128612"
"Peak Shortage (MW)","2311","418","2225","411","108","5473"
"Energy Met (MU)","858","914","732","295","37","2836"
"Hydro Gen(MU)","96","32","73","20","7","227"
"Wind Gen(MU)","1","25","18","----------","----------","43"
