"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.3","0.5","0.3","86.3","13.4"
"SR GRID","0.0","0.0","3.1","12.6","3.1","92.7","4.2"
