"Share of RES in total generation (%)","5.29","5.94","32.03","0.43","0.08","11.13"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","42.09","15.79","48.43","27.89","39.82","32.75"
