"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.0","-109.8","39.8","-34.1","-0.8"
"Actual(MU)","115.8","-124.0","48.8","-25.2","-0.7"
"O/D/U/D(MU)","10.8","-14.2","9.0","8.9","0.1"
