"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.08","2.48","2.56","54.04","43.40"
"SR GRID","0.00","0.00","0.08","2.48","2.56","54.04","43.40"
