"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","170.9","-186.4","101.7","-91.3","3.1","-2.0"
"Actual(MU)","170.7","-189.5","103.2","-88.5","5.0","0.9"
"O/D/U/D(MU)","-0.2","-3.1","1.5","2.8","1.9","2.8"
