"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","33323","37018","32715","14948","1853","119857"
"Peak Shortage (MW)","1795","137","1306","462","230","3930"
"Energy Met (MU)","741","821","765","299","32","2658"
"Hydro Gen(MU)","108","48","76","24","4","260"
"Wind Gen(MU)","6","22","18","----------","----------","45"
