"","NR","WR","SR","ER","NER"
"Schedule(MU)","96.5","-105.9","37.8","-35.3","9.1"
"Actual(MU)","100.8","-118.3","37.4","-33.6","13.3"
"O/D/U/D(MU)","4.3","-12.4","-0.4","1.7","4.2"
