"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5115","363","95.9","39.7","0.6","174"
"","Haryana","5514","0","107.6","67.4","-0.8","154"
"","Rajasthan","9459","0","184.0","75.2","-2.6","114"
"","Delhi","3562","0","59.5","42.0","-0.7","394"
"","UP","9760","960","221.8","85.1","1.4","381"
"","Uttarakhand","1801","75","33.4","21.9","3.0","308"
"","HP","1328","10","23.8","18.3","0.6","82"
"","J&K","1823","100","39.3","31.7","1.7","204"
"","Chandigarh","202","0","3.5","3.3","0.2","37"
"WR","Chhattisgarh","3136","26","68.7","18.3","0.1","437"
"","Gujarat","11024","11","244.7","62.7","-2.3","430"
"","MP","8246","7","161.8","92.4","-2.6","416"
"","Maharashtra","18146","105","379.5","117.7","2.4","606"
"","Goa","409","0","8.3","7.3","0.3","20"
"","DD","235","0","5.9","5.3","0.5","39"
"","DNH","615","1","14.5","14.4","0.1","31"
"","Essar steel","448","0","9.5","8.8","0.6","37"
"SR","Andhra Pradesh","11925","1500","268.2","91.1","7.7","510"
"","Karnataka","8839","450","192.6","21.8","0.9","430"
"","Kerala","3248","150","62.3","27.1","2.4","308"
"","Tamil Nadu","11766","745","259.7","87.1","3.8","523"
"","Pondy","315","0","6.1","6.2","-0.1","20"
"ER","Bihar","2147","200","41.9","38.7","0.7","130"
"","DVC","2577","250","59.5","-22.8","0.6","100"
"","Jharkhand","1017","0","20.9","10.7","-0.5","100"
"","Odisha","3501","0","63.9","7.5","0.9","190"
"","West Bengal","6414","6","108.2","19.4","3.3","310"
"","Sikkim","104","0","1.4","1.3","0.1","12"
"NER","Arunachal Pradesh","108","7","1.6","1.4","0.2","35"
"","Assam","1085","83","19.8","13.0","1.8","103"
"","Manipur","112","6","1.6","1.7","-0.1","28"
"","Meghalaya","272","8","4.2","3.3","0.0","66"
"","Mizoram","73","2","1.1","1.0","-0.2","12"
"","Nagaland","98","5","1.6","1.6","-0.3","17"
"","Tripura","202","0","2.8","0.4","-0.2","28"
