"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7986","400","140.2","107.9","-14.5","191"
"","Haryana","6911","18","144.1","96.0","-0.4","485"
"","Rajasthan","7153","0","156.9","58.9","-6.0","0"
"","Delhi","4721","120","96.6","69.6","0.2","382"
"","UP","8751","1270","176.4","86.1","-1.9","529"
"","Uttarakhand","1445","0","31.4","18.7","0.9","252"
"","HP","1098","0","23.4","2.4","-2.2","58"
"","J&K","1379","100","28.0","12.2","2.0","319"
"","Chandigarh","238","0","4.6","5.5","-0.9","0"
"WR","Chhattisgarh","2498","10","60.3","19.2","0.5","286"
"","Gujarat","9691","53","219.9","39.0","5.0","630"
"","MP","5258","12","101.3","47.3","-1.0","462"
"","Maharashtra","13551","225","306.1","95.4","4.1","1170"
"","Goa","339","1","6.9","6.1","0.2","13"
"","DD","245","1","5.7","5.7","0.0","41"
"","DNH","612","1","14.4","14.3","0.1","31"
"SR","Andhra Pradesh","10207","1000","231.5","87.2","3.7","318"
"","Karnataka","6746","600","140.8","17.8","1.6","173"
"","Kerala","2742","0","49.3","26.6","2.5","233"
"","Tamil Nadu","10584","547","246.0","70.2","0.3","309"
"","Pondy","286","0","5.9","6.6","-0.8","27"
"ER","Bihar","1917","0","38.4","40.5","-2.1","20"
"","DVC","2433","0","55.1","-18.8","1.1","370"
"","Jharkhand","898","0","18.3","12.5","-1.7","20"
"","Odisha","2999","0","61.9","14.6","2.1","420"
"","West Bengal","5795","0","105.7","39.0","-2.5","180"
"","Sikkim","88","0","1.0","1.3","-0.3","5"
"NER","Arunachal Pradesh","97","8","1.3","1.6","-0.3","27"
"","Assam","1072","180","21.3","15.5","-0.5","209"
"","Manipur","104","8","1.3","2.5","-1.2","17"
"","Meghalaya","227","8","4.6","-0.3","0.4","140"
"","Mizoram","49","4","1.0","1.4","-0.4","0"
"","Nagaland","85","5","1.6","1.5","-0.3","26"
"","Tripura","211","4","3.0","1.7","-0.2","38"
