"","NR","WR","SR","ER","NER"
"Schedule(MU)","92.3","-74.7","39.8","-59.1","0.5"
"Actual(MU)","76.3","-60.9","41.8","-55.9","-2.2"
"O/D/U/D(MU)","-16.0","13.8","2.0","3.2","-2.7"
