"","NR","WR","SR","ER","NER"
"Schedule(MU)","75.6","-43.1","52.3","-97.1","7.8"
"Actual(MU)","78.9","-43.8","50.5","-88.9","-0.2"
"O/D/U/D(MU)","3.3","-0.7","-1.8","8.2","-8.0"
