"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5262","0","106.7","52.5","1.8","221"
"","Haryana","5642","44","104.8","50.1","-0.3","416"
"","Rajasthan","6784","0","153.2","66.0","-3.3","49"
"","Delhi","3880","3","81.6","54.7","-2.5","254"
"","UP","10524","1405","231.1","89.1","-3.6","260"
"","Uttarakhand","1655","0","32.8","20.5","-0.6","82"
"","HP","1140","0","22.9","11.7","-0.9","106"
"","J&K","1580","100","29.4","20.4","-2.3","170"
"","Chandigarh","214","0","4.4","4.5","-0.1","214"
"WR","Chhattisgarh","3286","65","74.2","22.4","0.3","328"
"","Gujarat","11946","65","270.8","44.8","-0.7","513"
"","MP","7097","20","144.5","72.8","-3.0","250"
"","Maharashtra","16833","370","377.5","131.6","2.1","435"
"","Goa","379","1","8.6","7.2","1.0","80"
"","DD","268","1","5.7","6.5","-0.9","0"
"","DNH","590","2","13.5","13.8","-0.3","39"
"SR","Andhra Pradesh","10776","1800","242.8","68.9","1.5","303"
"","Karnataka","7242","600","153.8","24.7","1.2","234"
"","Kerala","2933","500","53.6","32.0","1.8","254"
"","Tamil Nadu","10774","2032","238.3","76.9","3.6","383"
"","Pondy","308","0","6.5","7.4","-0.9","12"
"ER","Bihar","1732","450","39.4","39.7","-0.3","60"
"","DVC","2790","0","62.8","-22.2","0.4","240"
"","Jharkhand","1070","0","21.2","13.0","-1.1","60"
"","Odisha","3693","0","71.8","10.4","1.0","410"
"","West Bengal","6938","28","132.7","34.1","-0.8","250"
"","Sikkim","80","0","0.3","2.0","-1.7","15"
"NER","Arunachal Pradesh","94","2","1.2","1.1","0.1","60"
"","Assam","948","185","17.6","12.4","0.2","80"
"","Manipur","88","4","0.9","1.1","-0.1","34"
"","Meghalaya","230","10","3.4","2.2","0.1","68"
"","Mizoram","55","2","1.0","0.9","0.1","10"
"","Nagaland","80","2","1.2","1.3","-0.1","17"
"","Tripura","189","2","3.0","1.0","0.0","37"
