"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7877","0","176.1","105.6","0.7","199"
"","Haryana","4981","0","105.0","53.9","-0.1","290"
"","Rajasthan","7069","0","152.9","66.0","-7.5","0"
"","Delhi","3953","5","78.8","53.6","-0.3","253"
"","UP","10585","2155","232.5","111.3","-1.4","612"
"","Uttarakhand","1551","80","30.8","13.0","1.2","296"
"","HP","1104","0","22.7","5.6","-1.0","67"
"","J&K","1566","100","31.3","17.6","0.1","210"
"","Chandigarh","203","0","3.8","4.3","-0.5","7"
"WR","Chhattisgarh","2693","10","61.4","11.9","-4.2","203"
"","Gujarat","10730","50","241.6","43.6","0.5","757"
"","MP","5835","0","119.7","34.6","-5.0","209"
"","Maharashtra","13437","148","291.0","62.8","7.3","778"
"","Goa","350","0","7.7","7.8","-0.7","87"
"","DD","236","0","5.4","5.7","-0.4","55"
"","DNH","621","0","14.7","14.6","0.1","97"
"","Essar steel","223","0","4.7","4.9","-0.2","51"
"SR","Andhra Pradesh","10292","0","231.3","48.6","1.6","474"
"","Karnataka","5695","250","116.5","20.7","0.6","477"
"","Kerala","2975","0","52.4","8.2","-0.4","340"
"","Tamil Nadu","10888","198","244.6","69.4","3.5","495"
"","Pondy","281","0","6.3","6.1","0.2","27"
"ER","Bihar","1860","400","41.3","38.0","3.2","350"
"","DVC","2685","0","57.4","-25.3","-0.6","250"
"","Jharkhand","1014","0","19.7","15.1","-1.4","50"
"","Odisha","3746","200","71.8","19.4","2.2","400"
"","West Bengal","6550","20","125.7","30.5","6.5","500"
"","Sikkim","89","0","1.1","1.1","0.0","23"
"NER","Arunachal Pradesh","99","1","1.3","1.5","-0.2","46"
"","Assam","1158","118","24.9","14.7","4.6","276"
"","Manipur","106","2","1.3","2.0","-0.7","25"
"","Meghalaya","247","11","4.4","0.9","-0.1","91"
"","Mizoram","53","2","1.0","1.1","-0.3","6"
"","Nagaland","93","2","1.4","1.3","-0.2","24"
"","Tripura","182","43","3.1","1.1","0.2","53"
