"","NR","WR","SR","ER","NER"
"Schedule(MU)","138.9","-80.4","12.5","-83.1","5.8"
"Actual(MU)","126.2","-78.5","13.2","-69.0","5.1"
"O/D/U/D(MU)","-12.7","1.8","0.7","14.1","-0.7"
