"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.2","0.6","0.2","75.8","24.0"
"SR GRID","0.0","0.0","0.1","2.0","0.1","78.8","21.2"
