"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.00","2.89","2.89","82.25","14.86"
"SR GRID","0.00","0.00","0.00","2.89","2.89","82.25","14.86"
