"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.32","14.70","16.02","71.16","12.82"
"SR GRID","0.00","0.00","1.32","14.70","16.02","71.16","12.82"
