"","NR","WR","SR","ER","NER"
"Schedule(MU)","107.2","-83.6","49.6","-73.4","1.0"
"Actual(MU)","93.0","-85.9","59.6","-67.7","3.2"
"O/D/U/D(MU)","-14.2","-2.3","10.0","5.7","2.2"
