"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","37341","32441","29164","15765","1868","116579"
"Peak Shortage (MW)","1860","143","1502","22","277","3804"
"Energy Met (MU)","880","721","686","321","33","2641"
"Hydro Gen(MU)","291","104","191","72","21","679"
"Wind Gen(MU)","11","28","66","----------","----------","106"
