"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8153","0","163.4","118.1","-1.7","231"
"","Haryana","6995","0","151.5","91.6","-0.3","248"
"","Rajasthan","5911","0","136.5","49.2","-10.0","0"
"","Delhi","4197","5","94.0","68.2","-5.7","28"
"","UP","11617","1400","250.5","129.8","-4.1","188"
"","Uttarakhand","1332","355","27.4","15.5","-0.5","125"
"","HP","1188","0","24.1","0.5","1.4","156"
"","J&K","1547","100","27.5","17.2","-3.4","128"
"","Chandigarh","257","0","5.2","6.1","-0.9","1"
"WR","Chhattisgarh","2557","30","56.9","23.1","-1.8","148"
"","Gujarat","8943","37","198.0","49.4","5.8","972"
"","MP","5616","6","114.8","31.0","0.2","477"
"","Maharashtra","14213","69","316.1","102.1","9.5","716"
"","Goa","397","0","8.0","6.6","1.0","115"
"","DD","267","0","6.2","5.5","0.8","85"
"","DNH","641","1","15.1","14.6","0.6","50"
"","Essar steel","276","0","5.9","6.1","-0.1","51"
"SR","Andhra Pradesh","10517","0","240.4","61.6","1.6","312"
"","Karnataka","6750","800","143.0","21.2","-0.9","344"
"","Kerala","2754","150","51.0","14.7","-1.0","130"
"","Tamil Nadu","11286","512","245.6","62.2","1.4","380"
"","Pondy","286","40","6.2","6.0","0.1","34"
"ER","Bihar","2065","0","42.5","42.7","-0.1","200"
"","DVC","2625","0","57.8","-23.4","-0.8","200"
"","Jharkhand","1002","0","20.8","15.6","-1.7","50"
"","Odisha","3791","0","68.8","18.8","1.4","350"
"","West Bengal","6919","22","129.9","44.7","1.4","250"
"","Sikkim","84","0","1.1","1.1","0.0","21"
"NER","Arunachal Pradesh","96","2","1.1","2.1","-1.0","44"
"","Assam","1150","165","20.6","16.2","-1.6","115"
"","Manipur","100","3","1.2","2.3","-1.0","13"
"","Meghalaya","255","5","4.3","1.1","-0.8","42"
"","Mizoram","51","1","1.0","1.3","-0.3","0"
"","Nagaland","90","2","1.3","1.3","-0.4","19"
"","Tripura","172","46","3.1","1.4","0.1","32"
