"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.0","0.0","0.0","48.6","51.4"
"SR GRID","0.0","0.0","3.1","5.1","3.1","83.7","13.2"
