"","NR","WR","SR","ER","NER"
"Schedule(MU)","113.7","-91.4","36.9","-59.6","1.6"
"Actual(MU)","122.2","-112.4","42.7","-52.4","1.8"
"O/D/U/D(MU)","8.5","-21.0","5.8","7.2","0.2"
