"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","173.3","-214.4","118.4","-81.5","3.5","-0.7"
"Actual(MU)","176.4","-212.1","119.9","-78.1","3.2","9.3"
"O/D/U/D(MU)","3.1","2.3","1.5","3.4","-0.3","10.0"
