"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.6","3.5","0.6","92.4","7.0"
"SR GRID","0.0","0.1","13.8","32.0","13.9","84.4","1.7"
