"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7021","0","147.0","83.5","0.7","121"
"","Haryana","5585","0","123.0","63.5","1.7","249"
"","Rajasthan","6713","0","142.9","72.1","-2.7","108"
"","Delhi","3758","0","76.9","57.4","-0.2","139"
"","UP","9227","2615","199.8","81.8","3.1","696"
"","Uttarakhand","1635","0","31.3","14.1","2.1","222"
"","HP","1135","0","22.8","7.9","0.3","354"
"","J&K","1529","100","29.6","15.2","1.2","176"
"","Chandigarh","209","0","3.9","4.0","-0.1","8"
"WR","Chhattisgarh","2977","22","61.4","12.0","-4.8","399"
"","Gujarat","9812","37","214.6","28.9","2.2","655"
"","MP","6075","0","121.9","43.6","-3.0","250"
"","Maharashtra","15045","53","330.1","91.6","11.1","589"
"","Goa","370","0","7.1","6.6","0.1","31"
"","DD","249","0","6.1","5.7","0.3","54"
"","DNH","611","0","14.6","14.6","0.0","71"
"","Essar steel","287","0","6.0","5.4","0.4","51"
"SR","Andhra Pradesh","9759","600","215.4","83.7","3.4","431"
"","Karnataka","6929","400","148.5","13.8","0.5","399"
"","Kerala","2952","125","52.9","19.3","0.8","271"
"","Tamil Nadu","11322","627","255.3","67.9","1.1","294"
"","Pondy","264","15","5.7","5.6","0.1","29"
"ER","Bihar","2224","300","41.1","46.9","-5.8","80"
"","DVC","2526","0","55.0","-18.2","2.0","200"
"","Jharkhand","908","0","18.9","14.0","-1.4","60"
"","Odisha","3701","0","71.3","12.5","2.5","230"
"","West Bengal","5768","12","117.2","30.2","2.9","380"
"","Sikkim","85","0","1.4","1.4","0.0","10"
"NER","Arunachal Pradesh","86","2","1.2","1.7","-0.5","31"
"","Assam","1150","175","17.0","15.1","-3.8","61"
"","Manipur","90","1","1.5","2.0","-0.5","13"
"","Meghalaya","238","5","4.6","1.2","-0.4","84"
"","Mizoram","52","2","1.1","1.1","-0.2","23"
"","Nagaland","89","2","1.3","1.4","-0.2","20"
"","Tripura","191","2","3.4","1.4","0.1","14"
