"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.70","4.10","0.00","0.00","62.40","16.80"
"SR GRID","0.00","0.70","4.10","0.00","0.00","62.40","B. Frequency Profile (%)16.80"
