"","NR","WR","SR","ER","NER"
"Schedule(MU)","134.6","-112.3","26.6","-57.6","5.0"
"Actual(MU)","131.6","-118.3","26.5","-48.9","7.1"
"O/D/U/D(MU)","-3.0","-6.0","-0.1","8.7","2.1"
