"Share of RES in total generation (%)","5.96","2.96","15.45","0.31","0.06","6.11"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","35.32","14.13","34.96","24.47","37.53","26.09"
