"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.6","1.8","0.6","71.7","27.7"
"SR GRID","0.0","0.3","3.1","10.1","3.4","87.4","9.2"
