"","NR","WR","SR","ER","NER"
"Schedule(MU)","126.8","-85.6","36.4","-83.0","5.2"
"Actual(MU)","112.0","-78.5","37.6","-76.2","2.9"
"O/D/U/D(MU)","-14.8","7.1","1.2","6.8","-2.3"
