"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9618","0","209.9","121.9","0.6","184","0.0"
"","Haryana","8691","0","180.9","121.4","0.8","279","0.0"
"","Rajasthan","10575","0","216.1","83.3","4.0","377","1.0"
"","Delhi","5549","0","104.9","79.6","-0.4","189","0.0"
"","UP","17207","680","365.1","170.8","2.5","538","0.0"
"","Uttarakhand","1817","0","38.4","11.1","0.1","127","0.0"
"","HP","1140","0","25.8","1.0","3.1","348","0.0"
"","J&K","2022","505","39.7","14.6","-0.9","189","9.4"
"","Chandigarh","253","0","4.9","5.3","-0.4","10","0.0"
"WR","Chhattisgarh","3525","0","83.7","24.3","-0.4","75","0.0"
"","Gujarat","13143","0","289.2","70.3","-2.5","293","0.0"
"","MP","7656","0","167.0","94.4","-1.4","337","0.0"
"","Maharashtra","15137","0","344.0","65.3","-8.2","655","0.0"
"","Goa","407","0","7.3","8.0","-0.6","49","0.0"
"","DD","295","0","6.8","6.5","0.3","39","0.0"
"","DNH","724","0","16.7","16.9","-0.2","70","0.0"
"","Essar steel","418","0","7.4","7.0","0.4","160","0.0"
"SR","Andhra Pradesh","6310","0","139","24","2.9","471","0.0"
"","Telangana","6305","0","133","62","-4.3","452","0.0"
"","Karnataka","7068","0","145","40","-3.9","456","0.0"
"","Kerala","2972","0","59","42","1.6","184","0.0"
"","Tamil Nadu","10548","0","248","79","0.1","629","0.0"
"","Pondy","283","0","6","7","-0.6","33","0.0"
"ER","Bihar","4138","0","82.3","76.4","1.5","402","0.5"
"","DVC","2960","0","62.5","-23.1","2.2","435","0.3"
"","Jharkhand","1224","0","24.9","16.4","0.6","135","0.0"
"","Odisha","4409","0","80.4","26.6","3.6","389","0.0"
"","West Bengal","7440","0","139.1","46.3","2.8","365","0.0"
"","Sikkim","76","0","1.6","1.6","-0.1","20","0.0"
"NER","Arunachal Pradesh","112","2","2.1","2.6","-0.4","12","0.0"
"","Assam","1553","92","29.0","22.0","1.8","200","1.2"
"","Manipur","137","1","2.2","2.3","-0.1","38","0.0"
"","Meghalaya","268","0","4.8","-0.9","-0.5","22","0.0"
"","Mizoram","67","1","1.2","1.1","0.0","7","0.0"
"","Nagaland","110","2","2.0","1.9","-0.2","30","0.0"
"","Tripura","224","2","3.8","2.8","-0.1","77","0.2"
