"","NR","WR","SR","ER","NER"
"Schedule(MU)","91.2","-109.6","61.1","-47.1","4.2"
"Actual(MU)","97.2","-117.6","71.6","-49.1","2.2"
"O/D/U/D(MU)","6.0","-8.0","10.5","-2.0","-2.0"
