"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8169","0","183.7","111.1","0.0","180"
"","Haryana","7296","0","151.2","62.4","0.1","158"
"","Rajasthan","8463","0","181.9","76.0","2.5","646"
"","Delhi","4373","0","94.8","73.8","-3.1","140"
"","UP","10397","2075","231.0","113.4","0.1","711"
"","Uttarakhand","1429","195","30.2","10.1","1.5","209"
"","HP","1201","0","24.6","4.5","-1.6","61"
"","J&K","1380","100","27.4","14.1","-0.4","268"
"","Chandigarh","248","0","4.8","5.4","-0.5","10"
"WR","Chhattisgarh","2942","70","65.6","24.6","5.2","632"
"","Gujarat","11870","31","268.6","73.4","-0.8","837"
"","MP","7085","22","149.7","61.3","-0.6","484"
"","Maharashtra","14658","100","332.1","110.3","3.2","374"
"","Goa","302","1","5.8","7.3","-2.0","100"
"","DD","236","1","5.4","6.2","-0.8","5"
"","DNH","617","2","14.9","15.1","-0.2","105"
"","Essar steel","300","1","6.6","6.4","0.2","51"
"SR","Andhra Pradesh","10467","0","231.6","82.4","1.0","372"
"","Karnataka","5999","400","119.1","10.1","-0.1","203"
"","Kerala","3060","150","54.5","24.2","0.5","235"
"","Tamil Nadu","10098","204","217.8","64.2","2.9","215"
"","Pondy","255","0","5.4","6.3","-0.9","12"
"ER","Bihar","2053","100","43.0","40.9","-0.4","120"
"","DVC","2626","0","56.8","-26.1","-2.0","85"
"","Jharkhand","889","0","18.2","14.2","-2.2","110"
"","Odisha","3478","0","71.3","13.8","-2.0","210"
"","West Bengal","7021","14","124.4","29.8","0.9","130"
"","Sikkim","82","0","1.2","1.3","-0.2","9"
"NER","Arunachal Pradesh","82","3","1.1","1.2","-0.1","54"
"","Assam","1189","141","22.0","14.1","1.5","278"
"","Manipur","95","5","1.4","1.9","-0.5","19"
"","Meghalaya","284","13","4.6","0.4","-0.1","44"
"","Mizoram","55","2","1.0","1.1","0.0","10"
"","Nagaland","96","4","1.4","1.4","-0.4","19"
"","Tripura","187","37","2.9","1.1","0.0","61"
