"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.131","2.23","7.87","18.06","28.16","62.27","9.57"
"SR GRID","0.131","2.23","7.87","18.06","28.16","62.27","9.57"
