"","NR","WR","SR","ER","NER"
"Schedule(MU)","82.5","-50.8","31.1","-68.8","8.2"
"Actual(MU)","92.3","-57.2","29.3","-70.8","9.7"
"O/D/U/D(MU)","9.8","-6.4","-1.8","-2.0","1.5"
