"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5266","0","111.9","58.5","-1.0","159"
"","Haryana","5888","272","109.0","87.7","-1.0","128"
"","Rajasthan","8154","210","184.8","48.5","3.4","535"
"","Delhi","3537","0","73.3","65.8","-0.5","200"
"","UP","12408","325","273.7","101.5","1.2","358"
"","Uttarakhand","1749","0","35.2","24.0","2.5","229"
"","HP","1169","0","22.6","14.0","-1.6","16"
"","J&K","2067","517","42.7","24.4","3.7","299"
"","Chandigarh","202","0","3.9","3.7","0.3","35"
"WR","Chhattisgarh","3683","0","87.3","26.0","-1.4","268"
"","Gujarat","13723","0","304.9","69.9","1.8","346"
"","MP","7982","0","175.8","112.2","-1.4","282"
"","Maharashtra","19160","0","423.1","136.4","-3.0","196"
"","Goa","453","0","9.6","8.5","0.5","36"
"","DD","285","0","6.3","6.2","0.2","55"
"","DNH","701","0","16.1","16.4","-0.3","9"
"","Essar steel","470","0","9.3","11.0","-1.8","76"
"SR","Andhra Pradesh","6950","0","157.4","33.0","2.2","425"
"","Telangana","6747","0","153.2","95.9","-1.0","293"
"","Karnataka","9272","0","207.6","64.0","1.9","433"
"","Kerala","3778","0","76.2","51.2","2.4","181"
"","Tamil Nadu","14446","0","322.8","150.3","0.4","381"
"","Pondy","338","0","7.4","7.5","-0.1","15"
"ER","Bihar","3083","200","61.9","53.2","6.0","485"
"","DVC","2658","160","63.1","-33.6","-2.3","345"
"","Jharkhand","1256","0","22.4","9.5","3.9","145"
"","Odisha","3845","0","76.5","22.2","0.9","325"
"","West Bengal","7144","0","132.3","41.4","0.7","365"
"","Sikkim","112","0","1.2","1.1","0.1","20"
"NER","Arunachal Pradesh","108","2","1.7","1.6","0.1","47"
"","Assam","1340","54","22.9","13.1","5.9","208"
"","Manipur","126","1","2.0","2.1","-0.1","26"
"","Meghalaya","292","0","4.7","3.2","0.8","15"
"","Mizoram","84","1","1.0","1.0","0.0","6"
"","Nagaland","110","1","2.0","1.5","0.4","46"
"","Tripura","194","6","2.9","2.1","-1.3","5"
