"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","592","1236","569","411","9","2817"
"Hydro","138","26","89","55","12","320"
"Nuclear","24","27","42","0","0","94"
"Gas, Naptha & Diesel","55","56","24","0","28","162"
"RES (Wind, Solar, Biomass & Others)","41","53","131","1","0","227"
"Total","849","1399","856","467","49","3619"
