"","NR","WR","SR","ER","NER"
"Schedule(MU)","82.1","-108.4","38.0","-16.0","5.8"
"Actual(MU)","93.5","-131.4","42.5","-15.7","8.9"
"O/D/U/D(MU)","11.4","-23.0","4.5","0.3","3.1"
