"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.6","0.9","0.6","86.9","12.5"
"SR GRID","0.0","0.0","1.1","8.6","1.1","96.3","2.6"
