"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","8.9","7.6","8.9","90.2","0.8"
"SR GRID","0.0","0.0","13.5","36.2","13.5","85.6","0.8"
