"","NR","WR","SR","ER","NER"
"Schedule(MU)","60.1","-17.1","38.0","-88.8","6.0"
"Actual(MU)","63.5","-25.6","38.0","-86.3","7.9"
"O/D/U/D(MU)","3.4","-8.5","0.0","2.5","1.9"
