"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.3","5.3","0.3","91.2","8.5"
"SR GRID","0.0","0.0","0.3","1.6","0.3","95.8","3.8"
