"","NR","WR","SR","ER","NER"
"Schedule(MU)","167.2","-91.7","6.1","-89.3","5.3"
"Actual(MU)","143.1","-84.5","7.1","-73.8","7.0"
"O/D/U/D(MU)","-24.1","7.2","1.0","15.5","1.7"
