"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.038","0.00","0.00","1.64","1.64","72.66","25.69"
"SR GRID","0.038","0.00","0.00","1.64","1.64","72.66","25.69"
