"","NR","WR","SR","ER","NER","All India"
"Coal","553","1020","403","363","8","2347"
"Lignite","19","11","41","0","0","71"
"Hydro","356","94","92","138","20","700"
"Nuclear","27","31","55","0","0","113"
"Gas, Naptha & Diesel","32","43","16","0","22","113"
"RES (Wind, Solar, Biomass & Others)","55","76","286","2","0","419"
"Total","1042","1275","893","503","50","3763"
